Autonomous,Driving_Expertise,Reaction_Time,Fatigue,Decision_Making,Consistency,Weather,Road_Condition,Pedestrians,Animals,Road_Type,Crash_Probability,Crash_Severity
True,1.0,0.11012689745657106,0.0,1.0,1.0,Clear,Dry,False,False,Straight,0.031081974261495685,0.3336394852299136
False,0.5931542900196783,0.8020491083066053,0.8466818775636183,0.5974337761100943,0.7127113119753814,Rainy,Wet,True,True,Straight,1.0,10.0
True,1.0,0.2977508544726807,0.0,1.0,1.0,Foggy,Dry,True,True,Turning,0.15181545412531347,1.8195090825062692
False,0.8112171863982947,0.6563837544764839,0.15417469678891793,0.8877827241672778,0.5880051288995303,Rainy,Dry,True,True,Curved,0.4460543576570072,8.022527153140144
False,0.5639102597502488,0.6855875764509161,0.6153702538628048,0.9136234964923982,0.9299034500840078,Clear,Icy,True,False,Curved,0.9979147862870822,10.0
False,0.6134197179202382,1.0007331754798838,0.8936214709446763,0.8016948722598095,0.5871531665378219,Rainy,Dry,True,True,Curved,1.0,10.0
True,1.0,0.15168106325458638,0.0,1.0,1.0,Foggy,Wet,False,True,Banked,0.13216457556410285,1.4552915112820568
False,0.6985480080978499,1.3796174009415612,0.5512270776638625,0.7295573541729214,0.7557253248521594,Snowy,Wet,True,False,Straight,1.0,10.0
True,1.0,0.25245319318346493,0.0,1.0,1.0,Snowy,Icy,False,True,Curved,0.24932130666400054,2.912826133280011
False,0.5498883402132271,1.0382480084815495,0.9521502019735173,0.9902420288086757,0.6111306879406735,Clear,Dry,False,True,Curved,1.0,10.0
False,0.7670661839080203,0.5357518539812856,0.4025372078901258,0.6001520578723842,0.7213081112271236,Rainy,Icy,True,False,Turning,1.0,10.0
True,1.0,0.15665375874127163,0.0,1.0,1.0,Foggy,Dry,True,True,Curved,0.12541814971107718,1.385162994221543
False,0.9985691389216805,0.649937951030411,0.990389530884869,0.9290321683159721,0.7830367615606002,Rainy,Icy,True,True,Banked,1.0,10.0
False,0.5915202380010965,1.3549562059589635,0.9929027854879057,0.6687669203097505,0.6857953133288388,Rainy,Dry,False,False,Straight,1.0,10.0
True,1.0,0.44203343584464283,0.0,1.0,1.0,Clear,Wet,True,False,Curved,0.10616592603724895,1.3745185207449788
False,0.6378898549994132,1.2759751000047415,0.00631291035985071,0.8345011931481037,0.614557589802041,Clear,Icy,True,False,Turning,1.0,10.0
True,1.0,0.18790061704745398,0.0,1.0,1.0,Foggy,Dry,False,True,Straight,0.07407975437140754,0.8335950874281507
False,0.6146193018962092,1.2766235175439986,0.4735265870157701,0.6826875075180692,0.5316287737854979,Snowy,Dry,False,True,Banked,1.0,10.0
False,0.7843384857204612,1.2390668140840817,0.9367834897801967,0.829844117415297,0.6841437186542076,Foggy,Wet,True,False,Banked,1.0,10.0
False,0.6649741583625421,0.5531049417106738,0.5695754433672519,0.8352626342003195,0.7881159883770962,Snowy,Icy,False,True,Straight,1.0,10.0
False,0.6788763508381455,0.4403215920795318,0.47716037782600607,0.5002639696419369,0.568543929674328,Snowy,Icy,True,False,Turning,1.0,10.0
True,1.0,0.34909974296950463,0.0,1.0,1.0,Foggy,Dry,False,True,Straight,0.08445562454803111,1.0411124909606222
False,0.5366458033800153,0.4623209487128683,0.2436509113900196,0.8582262412831055,0.9529684705534387,Snowy,Dry,True,True,Curved,0.5869163441998746,10.0
False,0.607809718974655,0.41446579288148266,0.49054949651059776,0.7419363641415693,0.5399514615457128,Snowy,Wet,False,False,Straight,1.0,10.0
False,0.9795719137009937,1.104088735206487,0.9638347292722603,0.767382579377433,0.7375771613744957,Rainy,Dry,False,False,Straight,1.0,10.0
True,1.0,0.14611525417154403,0.0,1.0,1.0,Snowy,Wet,True,True,Banked,0.20532914700201743,2.2533029400403484
True,1.0,0.11235088394228493,0.0,1.0,1.0,Clear,Icy,False,False,Banked,0.0760999295700974,0.8179985914019475
True,1.0,0.16341581678703837,0.0,1.0,1.0,Foggy,Dry,True,True,Curved,0.12605266627875067,1.3978533255750132
False,0.6361437216147308,0.5676247748132978,0.6400838751799971,0.8997704495551467,0.6420462037620617,Clear,Wet,True,False,Turning,0.9866745316267443,10.0
False,0.984084787075454,0.8035473757560267,0.30617035410692406,0.7723777616969543,0.8812576511325629,Clear,Icy,True,True,Curved,0.5552230226588448,9.906380453176897
False,0.942406758446233,0.3157349522838478,0.8162157401539853,0.6928284611200034,0.6737793662646056,Snowy,Wet,False,False,Turning,1.0,10.0
False,0.6221319599188988,0.6091551423724075,0.2205907961000485,0.5995899216742628,0.7944316556271716,Clear,Wet,False,True,Straight,0.37791598917643915,7.039919783528783
False,0.5395390916984899,1.3475514853409427,0.5654326502239246,0.6790467021515711,0.78465488067249,Snowy,Wet,False,True,Turning,1.0,10.0
False,0.7967822271062122,1.1347205974932324,0.179246257007173,0.6748822857071533,0.5807559994198985,Snowy,Dry,False,True,Straight,1.0,10.0
False,0.6173853687474435,0.301872074673496,0.3140135676717871,0.6449904438710403,0.7622601338504438,Rainy,Wet,False,True,Turning,0.6753312041178097,10.0
False,0.8287295529046078,0.5224177806682753,0.9723746428669063,0.8768596249138013,0.9373295005452877,Foggy,Icy,False,False,Banked,1.0,10.0
True,1.0,0.4166828480264183,0.0,1.0,1.0,Foggy,Icy,True,False,Banked,0.23760354899861966,3.036070979972392
True,1.0,0.4335133573582387,0.0,1.0,1.0,Foggy,Icy,True,False,Curved,0.2632944368664937,3.393888737329873
False,0.9385367125642219,0.5429326617891271,0.5258245375683194,0.8380108171581161,0.8286913324132867,Foggy,Wet,False,False,Curved,0.5476962359811134,9.873924719622268
False,0.5641518518531276,1.139835048616949,0.723546042555416,0.6092631406647233,0.7878097469695204,Rainy,Dry,True,True,Banked,1.0,10.0
True,1.0,0.4990825441307313,0.0,1.0,1.0,Foggy,Dry,True,True,Straight,0.12624417653927306,1.6824835307854606
False,0.8808418588465143,0.8226092407470236,0.3013585872891379,0.9258128349429819,0.673873827579306,Snowy,Dry,True,True,Straight,0.5830389097135684,10.0
False,0.9001764565170002,0.37148519245450606,0.7777460152332555,0.518646177815027,0.5050803201008988,Foggy,Icy,False,False,Banked,1.0,10.0
True,1.0,0.15935268021683247,0.0,1.0,1.0,Foggy,Wet,False,False,Turning,0.1309069114675028,1.4481382293500558
False,0.5533180428160742,1.2124206822308776,0.2040401602822457,0.9318872185851296,0.66665922797647,Rainy,Icy,True,True,Curved,1.0,10.0
False,0.8140022221116007,1.2914577522334405,0.9638423621827127,0.7776886185255665,0.715122058879034,Snowy,Wet,False,True,Banked,1.0,10.0
False,0.7762752372709834,0.44589834166457787,0.6957629570905571,0.6982743866290386,0.6106436330252962,Clear,Icy,True,True,Banked,1.0,10.0
False,0.945124403326091,0.44764181209696563,0.40739568440296736,0.9663940730346311,0.8704308425476099,Clear,Dry,False,True,Curved,0.13941125258108383,2.3274250516216766
False,0.591555797551286,0.728550710307702,0.6560232796354698,0.5093582842545875,0.6159953499707791,Clear,Dry,True,False,Turning,1.0,10.0
True,1.0,0.32086756763300217,0.0,1.0,1.0,Snowy,Icy,False,False,Straight,0.1648669773332926,2.001339546665852
True,1.0,0.16119625534451296,0.0,1.0,1.0,Foggy,Icy,True,False,Turning,0.2272177690078687,2.5163553801573735
True,1.0,0.2863264836773156,0.0,1.0,1.0,Clear,Icy,False,False,Banked,0.08700857238770275,1.036171447754055
True,1.0,0.16206630238408115,0.0,1.0,1.0,Rainy,Dry,False,True,Banked,0.0710349101523887,0.7870982030477742
False,0.695421723046677,0.4355262367650299,0.7516064519939876,0.864916357666778,0.8769458492185234,Foggy,Dry,True,True,Banked,1.0,10.0
True,1.0,0.10372771065322213,0.0,1.0,1.0,Rainy,Dry,True,True,Curved,0.09653131486485089,1.0320662972970176
True,1.0,0.18176447116677377,0.0,1.0,1.0,Clear,Dry,False,False,Straight,0.032771078502364784,0.3674215700472956
False,0.7041457387374566,0.7732651702168363,0.7340632281620652,0.5614278676745575,0.9504518487594138,Clear,Dry,True,True,Curved,1.0,10.0
True,1.0,0.410362289781535,0.0,1.0,1.0,Snowy,Wet,True,False,Turning,0.25125782398363306,3.199956479672661
False,0.8208774714551683,0.4737921899025518,0.07824190662475017,0.9517557590195594,0.9551175915853319,Foggy,Wet,True,True,Curved,0.35803595623566953,5.475919124713389
True,1.0,0.20834129368286988,0.0,1.0,1.0,Foggy,Wet,True,True,Straight,0.14674154950763277,1.6712309901526552
True,1.0,0.4786192058688564,0.0,1.0,1.0,Rainy,Dry,True,False,Turning,0.11913284516330597,1.5714569032661194
True,1.0,0.21706963197028395,0.0,1.0,1.0,Clear,Dry,False,True,Curved,0.0538766574729635,0.6167331494592699
False,0.8648236571855392,1.445973858476187,0.8316970461409112,0.7381435284100216,0.8180311534217888,Foggy,Dry,False,False,Banked,1.0,10.0
True,1.0,0.4702637233248641,0.0,1.0,1.0,Snowy,Wet,False,False,Straight,0.14158965096458132,1.8597930192916263
True,1.0,0.41544791661989167,0.0,1.0,1.0,Clear,Wet,False,True,Turning,0.10356349106807687,1.3224698213615371
True,1.0,0.1622207353015479,0.0,1.0,1.0,Snowy,Icy,True,False,Straight,0.18891008903248738,2.093401780649747
False,0.8563057715249153,1.3893155288642138,0.724707094874215,0.5737164353845802,0.6237027141655527,Clear,Icy,False,False,Turning,1.0,10.0
True,1.0,0.139891872197362,0.0,1.0,1.0,Rainy,Icy,True,False,Straight,0.12387250436639381,1.354250087327876
True,1.0,0.19428247719076,0.0,1.0,1.0,Clear,Dry,True,True,Turning,0.07455211276522143,0.8420822553044285
False,0.927528873270317,1.3218400215483674,0.48473125913253456,0.8467929774375769,0.8989688740271311,Foggy,Icy,False,True,Straight,1.0,10.0
False,0.8472224636188136,0.4316636366965688,0.3183394352735478,0.9428747627787287,0.8821590509615539,Rainy,Icy,True,False,Straight,0.3283022089375843,5.442844178751685
False,0.9726732238673061,1.1729697810924449,0.2497733400785329,0.7787781560957563,0.5908939509226001,Snowy,Dry,True,True,Curved,1.0,10.0
True,1.0,0.25027219109579196,0.0,1.0,1.0,Clear,Wet,False,True,Curved,0.08296206522835493,0.9680413045670985
True,1.0,0.46350865124255036,0.0,1.0,1.0,Snowy,Icy,False,False,Turning,0.27091398335029454,3.5462796670058907
False,0.6510209606692888,1.3403718156836675,0.8335138709733015,0.6523666288785761,0.9203089122420733,Clear,Icy,True,True,Banked,1.0,10.0
False,0.510404779778568,0.41607313985691746,0.8601814014776872,0.8069248336669674,0.6887615798635602,Snowy,Icy,False,True,Banked,1.0,10.0
False,0.6286893286701815,1.1125880463041802,0.1816593363677036,0.713569341729063,0.8289663128897662,Foggy,Dry,False,True,Turning,1.0,10.0
False,0.59249326382708,1.397666470314641,0.47416530042072214,0.8973952016625417,0.580008987009706,Rainy,Icy,False,False,Curved,1.0,10.0
True,1.0,0.4543289017658456,0.0,1.0,1.0,Foggy,Icy,True,True,Turning,0.3490963847202532,4.548327694405065
True,1.0,0.36164793184067434,0.0,1.0,1.0,Foggy,Icy,True,True,Curved,0.2960068413147896,3.673736826295792
False,0.9620302761520645,1.4415653177173298,0.7686049298235231,0.6091831514315363,0.5758173823036714,Rainy,Dry,False,True,Straight,1.0,10.0
True,1.0,0.28530894121043404,0.0,1.0,1.0,Foggy,Wet,False,True,Turning,0.17337741846051125,2.0635483692102246
True,1.0,0.11709815988381043,0.0,1.0,1.0,Rainy,Icy,False,True,Banked,0.13745010273760985,1.481802054752197
False,0.5485480211471458,0.4661915327683595,0.10696914958235093,0.82735064081218,0.8801415594344335,Snowy,Dry,False,False,Straight,0.26357421948572496,4.623484389714498
True,1.0,0.4275688190530723,0.0,1.0,1.0,Clear,Dry,False,True,Curved,0.06445168811575297,0.8282337623150593
True,1.0,0.2488452784692743,0.0,1.0,1.0,Clear,Dry,True,True,Curved,0.07181845574627706,0.8373291149255411
False,0.7717199341101809,0.8965211015146568,0.9914339438189819,0.6489771265299227,0.5042180497347608,Foggy,Icy,True,False,Curved,1.0,10.0
False,0.6546519435525753,0.5972731141380934,0.13356521604338034,0.9184100839261686,0.500479996363,Clear,Icy,False,False,Straight,0.36710276625909555,6.766055325181911
True,1.0,0.4327633211424302,0.0,1.0,1.0,Snowy,Dry,False,False,Turning,0.13155469895421146,1.695093979084229
False,0.8744671654358216,1.2075920296383091,0.11875195500100655,0.7176722054340707,0.5646505885485988,Foggy,Icy,False,False,Banked,1.0,10.0
False,0.9043316585750527,0.43275938106801237,0.19330793755517695,0.5085538748861784,0.8450885044931018,Foggy,Icy,True,True,Curved,1.0,10.0
True,1.0,0.2125618032596675,0.0,1.0,1.0,Clear,Wet,True,False,Curved,0.08724302283743271,0.9960604567486538
False,0.5767121233991621,1.188456829846849,0.5881275132999596,0.7970307319490768,0.8064831282112191,Snowy,Icy,True,True,Turning,1.0,10.0
True,1.0,0.12280522352260399,0.0,1.0,1.0,Clear,Icy,True,True,Straight,0.09786850945278201,1.0588101890556403
True,1.0,0.12495518328363492,0.0,1.0,1.0,Snowy,Wet,False,True,Curved,0.16965265216378722,1.837853043275744
False,0.5942760291433639,0.32526951808485005,0.32176547968244773,0.5232066263505721,0.9048065549860165,Foggy,Dry,True,False,Curved,0.6263712168510016,10.0
True,1.0,0.4699619335470493,0.0,1.0,1.0,Foggy,Dry,True,True,Banked,0.14993620627228968,1.969124125445793
False,0.7669909361656997,0.7618542091043168,0.8226349536880003,0.8781432562922974,0.9667811924370587,Rainy,Icy,True,True,Turning,1.0,10.0
True,1.0,0.42582294489041617,0.0,1.0,1.0,Rainy,Dry,True,False,Curved,0.10456376764493588,1.3424753528987177
False,0.5885165646584682,0.7913385371579327,0.24783215995172736,0.7760749880399659,0.9825661211348007,Snowy,Icy,True,False,Straight,1.0,10.0
True,1.0,0.1804500338437227,0.0,1.0,1.0,Clear,Dry,True,True,Curved,0.06809594354486018,0.7628788708972035
False,0.9488557509587517,0.7994125884646552,0.6000866273665644,0.9280691633496458,0.7641774880769503,Rainy,Icy,True,True,Curved,1.0,10.0
False,0.6928213726541843,1.0458354045188678,0.4224919360542122,0.8145748329287457,0.6851170354542202,Foggy,Icy,True,False,Turning,1.0,10.0
True,1.0,0.34846796431373256,0.0,1.0,1.0,Rainy,Dry,True,False,Curved,0.09753962245007082,1.2019924490014162
False,0.9591104444234371,1.1032316285660095,0.3523432908202483,0.7967104107849272,0.7897776993111849,Snowy,Icy,False,False,Straight,1.0,10.0
True,1.0,0.39376969538795037,0.0,1.0,1.0,Rainy,Icy,False,False,Turning,0.1692233517916961,2.1364670358339217
False,0.8479655830314048,1.2685679109322272,0.5338665797149554,0.8818596831366976,0.8058177786688417,Clear,Icy,True,False,Turning,1.0,10.0
False,0.6020700086207982,1.0017654572382475,0.5931766149811774,0.9455545654610698,0.5812538241722754,Foggy,Icy,True,True,Banked,1.0,10.0
False,0.8690870564351287,1.3525727598179489,0.579331575793424,0.8039148860516951,0.7225259030912707,Foggy,Dry,False,False,Straight,1.0,10.0
True,1.0,0.405787937157967,0.0,1.0,1.0,Snowy,Dry,False,False,Banked,0.10857127611208824,1.3794255222417644
False,0.843000828026666,0.8474396797372634,0.5591499682660649,0.8427919656701643,0.9253041132203437,Snowy,Wet,True,True,Turning,1.0,10.0
False,0.5562722810020799,0.8006563314444679,0.28897525995147,0.7291677725277377,0.9718619459491735,Foggy,Wet,False,True,Curved,0.9917482399593714,10.0
False,0.8882028668533262,0.8938154491509549,0.26522109873604593,0.6580185480783742,0.8961676195447446,Foggy,Dry,False,True,Turning,0.6018191634034152,10.0
True,1.0,0.14730702887682395,0.0,1.0,1.0,Rainy,Icy,False,True,Banked,0.1405196922418926,1.5431938448378515
True,1.0,0.2586830478913032,0.0,1.0,1.0,Clear,Dry,False,True,Turning,0.060323030208197057,0.7072606041639411
False,0.7673206434904181,0.5284614694575968,0.5200834580091733,0.8850862205827219,0.5002723841230644,Foggy,Icy,True,True,Curved,1.0,10.0
False,0.8333786458328497,0.9031142340331137,0.2369611905429837,0.797502196345081,0.736863409213392,Rainy,Icy,True,False,Turning,1.0,10.0
True,1.0,0.15975092925266723,0.0,1.0,1.0,Clear,Icy,False,False,Curved,0.08595417263431765,0.9510834526863529
True,1.0,0.1183697065104754,0.0,1.0,1.0,Snowy,Wet,True,True,Straight,0.16462291039200097,1.7761382078400192
False,0.8225246563676959,0.22247361380240763,0.9682409387105373,0.6787181958086884,0.6463919211070663,Foggy,Icy,False,False,Straight,1.0,10.0
False,0.7244127525742434,0.26732220913059773,0.7611700183142153,0.9569903042950234,0.9561330974828663,Foggy,Icy,True,False,Banked,1.0,10.0
True,1.0,0.11249200139343314,0.0,1.0,1.0,Clear,Icy,False,True,Turning,0.10793451291841169,1.1602902583682335
True,1.0,0.20855332886855005,0.0,1.0,1.0,Rainy,Wet,False,True,Straight,0.0903173182504009,1.0287463650080182
False,0.7419739822829468,1.0648446988003502,0.9546921433652897,0.7793130461215485,0.9645628124507861,Foggy,Wet,False,True,Straight,1.0,10.0
True,1.0,0.4149589740577899,0.0,1.0,1.0,Foggy,Dry,False,True,Turning,0.12939602894561686,1.6519205789123372
False,0.5684635092147676,1.4121705677592102,0.7681184051801296,0.5921184008529063,0.9275541945576669,Rainy,Dry,False,False,Turning,1.0,10.0
True,1.0,0.4727480549669333,0.0,1.0,1.0,Clear,Icy,True,False,Curved,0.145787020140594,1.91734040281188
False,0.7402001578389352,0.7054369262952074,0.5411838538093395,0.8423671490902728,0.6628401516838573,Foggy,Wet,True,False,Turning,1.0,10.0
True,1.0,0.43924126572635613,0.0,1.0,1.0,Rainy,Icy,False,False,Curved,0.162902264593018,2.1060452918603603
False,0.9152183498510557,1.4602839028711159,0.28746985892219046,0.8643270781177959,0.6090806800932712,Rainy,Icy,True,False,Straight,1.0,10.0
False,0.5638628999084683,0.44028533719820007,0.09140457906215094,0.9344607780426348,0.964647858281177,Rainy,Icy,True,True,Curved,0.5508146044110547,9.219172088221093
True,1.0,0.2702394746911552,0.0,1.0,1.0,Snowy,Dry,True,False,Turning,0.1484191403478019,1.751582806956038
False,0.7770719242271931,0.4222599464299383,0.5844559346779687,0.6526369198050765,0.8406339244607767,Foggy,Icy,True,False,Banked,1.0,10.0
True,1.0,0.4909993454884204,0.0,1.0,1.0,Foggy,Dry,False,True,Turning,0.13914758069999722,1.846951613999944
True,1.0,0.12189565103050543,0.0,1.0,1.0,Foggy,Wet,False,True,Turning,0.15281861649843892,1.652372329968778
True,1.0,0.20333054199289338,0.0,1.0,1.0,Clear,Icy,True,False,Banked,0.10587123738611855,1.2022247477223706
False,0.8193142869130668,0.6636086114055695,0.14114607347222496,0.7191802035042831,0.7644621980629867,Snowy,Wet,False,False,Curved,0.6007906085648083,10.0
False,0.851163919291562,1.4739769879162228,0.4594623312312275,0.6299787360779381,0.9237026903826818,Foggy,Dry,False,True,Banked,1.0,10.0
True,1.0,0.18889821527968562,0.0,1.0,1.0,Rainy,Dry,False,True,Turning,0.08566840599943217,0.9645681199886433
True,1.0,0.37535233557534,0.0,1.0,1.0,Clear,Icy,True,False,Straight,0.09987127840385458,1.2486255680770915
False,0.7530137990971948,1.3565117726296734,0.8120850616217307,0.778408196077933,0.6763131871611024,Rainy,Icy,True,False,Straight,1.0,10.0
False,0.9136049619125275,0.765233414166725,0.3159696957787216,0.5312974390143936,0.5907696378314016,Rainy,Wet,False,True,Straight,0.8092979331633249,10.0
True,1.0,0.47063286998104337,0.0,1.0,1.0,Snowy,Icy,False,False,Banked,0.230821436852782,3.0324287370556395
False,0.7124278906194831,0.8218760277657879,0.2925373634637618,0.9346782653835264,0.7482820119247673,Rainy,Wet,True,True,Straight,0.634322176997472,10.0
True,1.0,0.49477477166173356,0.0,1.0,1.0,Snowy,Wet,False,True,Turning,0.25140634444458826,3.3433268888917644
False,0.814552492625515,0.7590151119276214,0.9716687866004943,0.6707275251025642,0.8047956920696122,Rainy,Dry,False,True,Banked,1.0,10.0
False,0.7398452804530972,0.9506712751243298,0.5312917150998178,0.616976271691398,0.9655618581315806,Clear,Icy,True,True,Straight,1.0,10.0
False,0.9523010525386402,0.4212615433761211,0.29480904631214166,0.63846767595456,0.9689415041901163,Foggy,Dry,True,True,Turning,0.407264755284629,6.928495105692581
True,1.0,0.3244160023654659,0.0,1.0,1.0,Foggy,Icy,False,False,Turning,0.19905000448359797,2.421000089671959
True,1.0,0.43703480837445186,0.0,1.0,1.0,Foggy,Wet,False,False,Curved,0.1524038616469277,1.9680772329385539
False,0.8655640391216171,0.99196352331663,0.8971940253866806,0.9228641749590638,0.919295821614484,Clear,Dry,True,True,Turning,1.0,10.0
False,0.5071943548553819,0.6266160598084076,0.5805994982206888,0.6496243510987761,0.9827431263874923,Rainy,Wet,True,False,Straight,1.0,10.0
False,0.880274716294738,0.4078387519716766,0.9949138342679933,0.9910212811953204,0.5524055774621672,Foggy,Dry,False,True,Turning,1.0,10.0
False,0.8759927505046778,1.3035976648128693,0.1140769405317359,0.5409580155392075,0.6228808448082007,Rainy,Icy,True,True,Curved,1.0,10.0
True,1.0,0.4550031865270918,0.0,1.0,1.0,Snowy,Icy,True,False,Banked,0.29557984868248394,3.8523969736496784
False,0.7885460967086035,0.6815284834080172,0.14780696153844897,0.9307215304122323,0.9623058342298807,Clear,Icy,True,True,Turning,0.3952188640671367,6.606457281342734
True,1.0,0.40181766665551766,0.0,1.0,1.0,Rainy,Dry,False,True,Banked,0.08654300575985269,1.0972601151970536
True,1.0,0.36933381973077006,0.0,1.0,1.0,Snowy,Icy,True,False,Curved,0.29801899612825106,3.7139799225650205
True,1.0,0.10417409315293963,0.0,1.0,1.0,Clear,Icy,True,True,Curved,0.12874958053038268,1.3769116106076533
False,0.67478086844557,0.5163541051787066,0.42659191073672864,0.7869838850910619,0.8450422232267215,Rainy,Icy,False,False,Curved,0.6827066437865107,10.0
False,0.6638701374120881,1.3431154919886417,0.29933685967458346,0.8573168235310857,0.6032920382934097,Foggy,Icy,True,True,Straight,1.0,10.0
False,0.5699304525368385,0.7718320369908636,0.21703295923923782,0.6743394788714386,0.8603122405692334,Clear,Wet,False,True,Turning,0.5958342936277663,10.0
True,1.0,0.4193916607459842,0.0,1.0,1.0,Snowy,Icy,True,True,Banked,0.34300679213328833,4.389095842665766
False,0.5451737879466938,1.0227298516207508,0.2918987754759398,0.8328295657273763,0.5429741093913523,Clear,Icy,True,False,Banked,1.0,10.0
True,1.0,0.24282734199380085,0.0,1.0,1.0,Foggy,Wet,False,True,Turning,0.16751875620171305,1.9463751240342608
False,0.9782593983368675,0.9974776175272728,0.6600246364923114,0.9191595819147604,0.9555067764222033,Clear,Dry,False,False,Curved,0.3924107599083784,7.464215198167568
True,1.0,0.3178809094265143,0.0,1.0,1.0,Snowy,Wet,True,False,Straight,0.16033917522476338,1.9431835044952672
False,0.9570562960556671,0.5834808456168765,0.5212400114700705,0.6888554945857746,0.627443709434661,Snowy,Icy,False,False,Straight,1.0,10.0
True,1.0,0.34938073754065024,0.0,1.0,1.0,Clear,Icy,False,True,Straight,0.09010799956398519,1.1109599912797037
False,0.9141177433192766,0.2557098073356357,0.3733049777398598,0.5622198620344453,0.5944546895819858,Snowy,Wet,True,False,Banked,0.9724024584758143,10.0
False,0.5713549609728396,0.7456079540482894,0.42222067813814357,0.9668134631857837,0.7545550647093449,Clear,Dry,False,True,Straight,0.2853423717274415,5.3612474345488295
True,1.0,0.31154741869860236,0.0,1.0,1.0,Clear,Wet,False,False,Turning,0.07875787513331388,0.9511575026662775
False,0.7875663518804601,0.2583746823959485,0.49529710711637087,0.6300638641982247,0.8780857319405808,Rainy,Icy,False,True,Straight,0.5695754319902201,10.0
False,0.8826303827376009,1.332519394277568,0.754398800141486,0.6753024984593906,0.927839311610579,Clear,Icy,True,True,Banked,1.0,10.0
True,1.0,0.28140510101879257,0.0,1.0,1.0,Rainy,Wet,False,True,Turning,0.13825759498981638,1.6419518997963276
False,0.9195718609992429,1.2669892091474373,0.7756596633854753,0.8828333051092918,0.5175573945160772,Rainy,Dry,False,True,Straight,1.0,10.0
False,0.7215937325801685,1.1716367607331835,0.9618005790708161,0.6112223481099981,0.617018212431852,Foggy,Dry,True,False,Curved,1.0,10.0
False,0.547146544726745,1.1326981634717983,0.6050428525541452,0.8113443289441775,0.5563585420775397,Snowy,Wet,False,False,Straight,1.0,10.0
True,1.0,0.25835920015943126,0.0,1.0,1.0,Foggy,Dry,False,True,Curved,0.10437801336476792,1.2235602672953583
True,1.0,0.36208351208979606,0.0,1.0,1.0,Foggy,Wet,True,True,Banked,0.203582602467995,2.5272520493599
False,0.7309126449150983,0.20951964668251735,0.7579619160257166,0.5331423767644177,0.5282985519888852,Rainy,Dry,True,True,Banked,1.0,10.0
